               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   CO
                  71                70000         2.3912257292397594E-07         3.0000000000000000E+02        -5.2080000000000011E+00                  12                  -12
                  72                71000         2.4251350445863491E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  73                72000         2.4615845940307386E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  74                73000         2.4957219721256049E-07         3.0000000000000000E+02        -5.2080000000000011E+00                  12                  -12
                  75                74000         2.5284684898294816E-07         3.0000000000000000E+02        -7.8120000000000021E+00                  18                  -18
                  76                75000         2.5630522019712973E-07         3.0000000000000000E+02        -7.8120000000000021E+00                  18                  -18
                  77                76000         2.5969427211573911E-07         3.0000000000000000E+02        -5.2080000000000011E+00                  12                  -12
                  78                77000         2.6312533811809035E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
                  79                78000         2.6652780140562651E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
                  80                79000         2.6991728863050627E-07         3.0000000000000000E+02        -8.6800000000000015E+00                  20                  -20
                  81                80000         2.7323834374113710E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  82                81000         2.7661061014638903E-07         3.0000000000000000E+02        -8.6800000000000015E+00                  20                  -20
                  83                82000         2.7995063338833960E-07         3.0000000000000000E+02        -8.6800000000000015E+00                  20                  -20
                  84                83000         2.8328720744441995E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
                  85                84000         2.8681659660729780E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
                  86                85000         2.9013321619710730E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  87                86000         2.9361553645360140E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
                  88                87000         2.9710066239912616E-07         3.0000000000000000E+02        -4.3400000000000007E+00                  10                  -10
                  89                88000         3.0034012301259858E-07         3.0000000000000000E+02        -9.5480000000000000E+00                  22                  -22
                  90                89000         3.0375988811700440E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  91                90000         3.0720206910935596E-07         3.0000000000000000E+02        -7.8120000000000021E+00                  18                  -18
                  92                91000         3.1046935931265278E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
                  93                92000         3.1389473486663507E-07         3.0000000000000000E+02        -5.2080000000000011E+00                  12                  -12
                  94                93000         3.1755662294947652E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  95                94000         3.2105941270639417E-07         3.0000000000000000E+02        -5.2080000000000011E+00                  12                  -12
                  96                95000         3.2459459434575690E-07         3.0000000000000000E+02        -7.8120000000000021E+00                  18                  -18
                  97                96000         3.2789364953490131E-07         3.0000000000000000E+02        -4.3400000000000007E+00                  10                  -10
                  98                97000         3.3134672264613259E-07         3.0000000000000000E+02        -6.9440000000000017E+00                  16                  -16
                  99                98000         3.3473814824430357E-07         3.0000000000000000E+02        -7.8120000000000021E+00                  18                  -18
                 100                99000         3.3804748089350473E-07         3.0000000000000000E+02        -6.0760000000000014E+00                  14                  -14
