               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   CO
                   1                    0         0.0000000000000000E+00         3.0000000000000000E+02         0.0000000000000000E+00                   0                    0
                   2                 1000         1.2494071930870174E-09         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                   3                 2000         2.5831279410050272E-09         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                   4                 3000         3.8872199383445836E-09         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                   5                 4000         5.1301369934067064E-09         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                   6                 5000         6.3603277812481305E-09         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                   7                 6000         7.7219431935272204E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   8                 7000         9.0290162879877621E-09         3.0000000000000000E+02        -1.5623999999999990E+01                  36                  -36
                   9                 8000         1.0285778646907312E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  10                 9000         1.1647279193755933E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  11                10000         1.2858637263318904E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  12                11000         1.4145076515103388E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  13                12000         1.5462862738231089E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  14                13000         1.6704312125096412E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  15                14000         1.8099830811377021E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  16                15000         1.9460132977645864E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  17                16000         2.0775113443584920E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  18                17000         2.2208896334989782E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  19                18000         2.3468846123708689E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  20                19000         2.4764359289580303E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  21                20000         2.6046719908221854E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  22                21000         2.7370359517405276E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  23                22000         2.8604924961990773E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  24                23000         2.9856047624856395E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  25                24000         3.1042549245313183E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  26                25000         3.2269819002768708E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  27                26000         3.3588551009864046E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  28                27000         3.4922377512490294E-08         3.0000000000000000E+02        -1.5623999999999990E+01                  36                  -36
                  29                28000         3.6104359341704647E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  30                29000         3.7464143740138011E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  31                30000         3.8837640223907116E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  32                31000         4.0159491027684382E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  33                32000         4.1437126046958682E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  34                33000         4.2814096324509869E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  35                34000         4.4101024805846467E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  36                35000         4.5451963325431190E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  37                36000         4.6631568350283353E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  38                37000         4.7911652177911648E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  39                38000         4.9208278183696263E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  40                39000         5.0573826187780326E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  41                40000         5.1849969679704359E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  42                41000         5.3099210329466017E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  43                42000         5.4429573877649441E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  44                43000         5.5817063220882952E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  45                44000         5.7146648128945542E-08         3.0000000000000000E+02        -1.5623999999999990E+01                  36                  -36
                  46                45000         5.8419462352794646E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  47                46000         5.9744981584632087E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  48                47000         6.1039946628997242E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  49                48000         6.2419216632664156E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  50                49000         6.3780045066161317E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  51                50000         6.5088579689490539E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  52                51000         6.6340181173945368E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
                  53                52000         6.7600688219122345E-08         3.0000000000000000E+02        -1.6491999999999990E+01                  38                  -38
