               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   CO
                   1                    0         0.0000000000000000E+00         3.0000000000000000E+02         0.0000000000000000E+00                   0                    0
                   2                 1000         1.3073737168549024E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   3                 2000         2.5216574277864238E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   4                 3000         3.8080033385581957E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   5                 4000         4.9806927989116302E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   6                 5000         6.2401419799529765E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   7                 6000         7.6116216956658937E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   8                 7000         8.8116873382770245E-09         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                   9                 8000         1.0047635395345054E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  10                 9000         1.1379454979751454E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  11                10000         1.2657713814603450E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  12                11000         1.3926651452396814E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  13                12000         1.5227099545962398E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  14                13000         1.6405640430884677E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  15                14000         1.7631850009693680E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  16                15000         1.9067364320712500E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  17                16000         2.0397971461406999E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  18                17000         2.1748021048798144E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  19                18000         2.2963840075468953E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  20                19000         2.4281186899363927E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  21                20000         2.5571898556588158E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  22                21000         2.6907083055539514E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  23                22000         2.8105691245181043E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  24                23000         2.9327262512468740E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  25                24000         3.0553350186001885E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  26                25000         3.1726723449551187E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  27                26000         3.2991871214517781E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  28                27000         3.4291735399913356E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  29                28000         3.5493962831039868E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  30                29000         3.6759568312740083E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  31                30000         3.8117699342197821E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  32                31000         3.9371747652654389E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  33                32000         4.0595766209125208E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  34                33000         4.1863289510122421E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  35                34000         4.3203267743760767E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  36                35000         4.4447839073134023E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  37                36000         4.5630608968718542E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  38                37000         4.6913194646607363E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  39                38000         4.8209944101656350E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  40                39000         4.9489427154857245E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  41                40000         5.0824466933203292E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  42                41000         5.2100590780084832E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  43                42000         5.3378195950093043E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  44                43000         5.4750443449495050E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  45                44000         5.5988753255491094E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  46                45000         5.7332933778577091E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  47                46000         5.8619699640787834E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  48                47000         5.9958536713083844E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  49                48000         6.1147003822802335E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  50                49000         6.2496129735271606E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  51                50000         6.3678014156056683E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  52                51000         6.4896988347131755E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  53                52000         6.6167995720761506E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  54                53000         6.7548266819782047E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  55                54000         6.8722516760773736E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  56                55000         6.9974441964178252E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  57                56000         7.1250889770103696E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  58                57000         7.2585459584677682E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  59                58000         7.3978710596442522E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  60                59000         7.5195661312610792E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  61                60000         7.6543502735187931E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  62                61000         7.7858088760924408E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  63                62000         7.9232324876759186E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  64                63000         8.0497559551227428E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  65                64000         8.1817746159432383E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  66                65000         8.3130752291002039E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  67                66000         8.4402437946180007E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
                  68                67000         8.5662461809730617E-08         3.0000000000000000E+02        -1.7359999999999992E+01                  40                  -40
