               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   CO
                  29                28000         5.0374001605652287E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  30                29000         5.2108118971716970E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  31                30000         5.4001891762101473E-07         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  32                31000         5.5794456859061054E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  33                32000         5.7645474025569399E-07         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  34                33000         5.9425249458422489E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  35                34000         6.1149445725661213E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  36                35000         6.2833537922401691E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  37                36000         6.4453946302246907E-07         3.0000000000000000E+02        -3.4720000000000004E+00                   8                   -8
                  38                37000         6.6170904030206648E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  39                38000         6.7974190987151285E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  40                39000         6.9757796888869365E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  41                40000         7.1480966651599599E-07         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  42                41000         7.3331213796377210E-07         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  43                42000         7.5166377012483361E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  44                43000         7.7033213384759458E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  45                44000         7.8862919378684001E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  46                45000         8.0647711407451647E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  47                46000         8.2391874034130755E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  48                47000         8.4171876821082727E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  49                48000         8.5936244314509749E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  50                49000         8.7795591705420266E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  51                50000         8.9501108317286786E-07         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  52                51000         9.1230021327475299E-07         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  53                52000         9.3015415426110143E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  54                53000         9.4968460110391710E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  55                54000         9.6640116847723401E-07         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  56                55000         9.8356305389413106E-07         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  57                56000         1.0007590263839995E-06         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  58                57000         1.0190042528544801E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  59                58000         1.0372934437785764E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  60                59000         1.0550351414273175E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  61                60000         1.0731894840927509E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  62                61000         1.0910467376479373E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  63                62000         1.1101382959378290E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  64                63000         1.1276599631230427E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  65                64000         1.1456964905581488E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  66                65000         1.1633227716212727E-06         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  67                66000         1.1818576098129478E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  68                67000         1.2003358122934036E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  69                68000         1.2173767367801098E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  70                69000         1.2353000170417132E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  71                70000         1.2522397906206809E-06         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  72                71000         1.2700456184603349E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  73                72000         1.2874681182074319E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  74                73000         1.3051126293855571E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  75                74000         1.3220573957265126E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  76                75000         1.3401202142593828E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  77                76000         1.3583226617884023E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  78                77000         1.3758241586166671E-06         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  79                78000         1.3933343787844849E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  80                79000         1.4112093577028651E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  81                80000         1.4291175730142586E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  82                81000         1.4460905942200308E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  83                82000         1.4634417363248355E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  84                83000         1.4807968669386787E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  85                84000         1.4997531824624205E-06         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  86                85000         1.5174124254555258E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  87                86000         1.5352130574181460E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  88                87000         1.5523960814914430E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  89                88000         1.5698611963428246E-06         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  90                89000         1.5875435574741944E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  91                90000         1.6048351639003446E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  92                91000         1.6228878510018809E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  93                92000         1.6414900078258547E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  94                93000         1.6609163338608270E-06         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  95                94000         1.6785878190624059E-06         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  96                95000         1.6962687565221119E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  97                96000         1.7131974540988240E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                  98                97000         1.7310838624373603E-06         3.0000000000000000E+02        -2.6040000000000001E+00                   6                   -6
                  99                98000         1.7489475744007168E-06         3.0000000000000000E+02        -1.7360000000000000E+00                   4                   -4
                 100                99000         1.7671394300985253E-06         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
