               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   CO
                  29                28000         2.7922161817474281E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  30                29000         2.8961896888192213E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  31                30000         2.9983627907690910E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  32                31000         3.0971485654729233E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  33                32000         3.1885779168892788E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  34                33000         3.2872056765051413E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  35                34000         3.3916051914504107E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  36                35000         3.4909746972027764E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  37                36000         3.5794127017272578E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  38                37000         3.6815604582958301E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  39                38000         3.7830773824954312E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  40                39000         3.8833200496261526E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  41                40000         3.9875876323441262E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  42                41000         4.0943208464089040E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  43                42000         4.1949667960327567E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  44                43000         4.2973719031594454E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  45                44000         4.3953942866991674E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  46                45000         4.5002050828984028E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  47                46000         4.5930897985631074E-05         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  48                47000         4.6958265926074706E-05         3.0000000000000000E+02        -8.6800000000000010E-01                   2                   -2
                  49                48000         4.7926536829300239E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  50                49000         4.8951221053811553E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  51                50000         4.9890254141473781E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  52                51000         5.0833873974149412E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  53                52000         5.1795774213110276E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  54                53000         5.2905526914069393E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  55                54000         5.3861009781997598E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  56                55000         5.4865554665805965E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  57                56000         5.5847433549861901E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  58                57000         5.6915868356320910E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  59                58000         5.7955951364606597E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  60                59000         5.8942494297851943E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  61                60000         6.0022257258467393E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  62                61000         6.1079898827090409E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
                  63                62000         6.2058841121067051E-05         3.0000000000000000E+02        -1.1102230246251565E-16                   0                    0
